,MP name,Nature of membership,Start of term,End of term,Number of terms,State,Constituency,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills  average,State's Questions average,State's Attendance average,House,Paliament Term,TotalGOIRelease,UnSanctionBalance,UnspentBalance,LastInstNumber1,LastInstYear,LastReleaseDate,LastRelAmount,PendInstallNo,PendInstYear,ReasonsforNotRel,ReasonsforNotRel.1,Criminal Case,Total Assets,Liabilities,PARTY SYMBOL,MARGIN,No Of AC Segments,No Of Polling Station,Electors,Avg. No. of Electors Per PS,Nominations,Contestants,Forefeited Deposits,Voters,Voters Turn Out (%),MARGIN/Voters,
539,Dayakar Pasunoori,Elected,5/23/2019,In office,2,Telangana,Warangal,Telangana Rashtra Samithi,Male,Graduate,"Educated at Jawaharlal Nehru Technological University, Hyderabad, Telangana",52,1,0,39,0.67,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,9.3,0,37,0.8,Lok Sabha,17th Lok Sabha,2.5,2,2.33,1,2019-2020,13-11-2019,2.5,1,,,,0,24889712,1428227,Car,350298,7,1859,1666770,897,29,15,13,1061672,63.7,0.3299493629,
531,Narendra Modi,Elected,5/23/2019,In office,2,Uttar Pradesh,Varanasi,Bharatiya Janata Party,Male,Post Graduate,Post Graduate,69,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,0.32,2.5,1,2019-2020,19-11-2019,2.5,1,,,,0,25136119,0,Lotus,479505,5,1819,1856791,1021,102,26,24,1060829,57.13,0.4520097018,
477,Geeta Kora,Elected,5/23/2019,In office,1,Jharkhand,Singhbhum,Indian National Congress,Female,Post Graduate,Information Not Available,Information not available,2,0,0,0.55,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.2,0.8,48,0.73,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,10/1/2020,2.5,1,,,,1,25249018,1928508,Hand,72155,6,1715,1269917,740,11,9,7,879516,69.26,0.08203943987,
303,Thomas Chazhikadan,Elected,5/23/2019,In office,1,Kerala,Kottayam,Kerala Congress (M),Male,Graduate Professional,Information Not Available,67,13,0,37,0.82,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,24.5,0.7,58,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,3/12/2019,2.5,1,,,,0,26027478,495778,Two Leaves,106259,7,1198,1206698,1007,15,7,4,910648,75.47,0.1166850419,
522,Anil Firojiya,Elected,5/23/2019,In office,1,Madhya Pradesh,Ujjain,Bharatiya Janata Party,Male,12th Pass,Information Not Available,48,10,0,56,0.86,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.8,0.2,27,0.9,Lok Sabha,17th Lok Sabha,5,0.92,2.5,2,2019-2020,27-02-2020,2.5,2,,,,0,26417937,3203766,Lotus,365637,8,2066,1661229,804,11,9,7,1253063,75.43,0.2917945865,
305,Mahua Moitra,Elected,5/23/2019,In office,1,West Bengal,Krishnanagar,All India Trinamool Congress,Female,Graduate,Information Not Available,Information not available,16,0,9,0.88,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,12/9/2019,2.5,1,,"Eligible MPR not Received, Provisional Utilisation Certificate Pending.","Eligible MPR not Received, Provisional Utilisation Certificate Pending.",0,26495250,671138,Flowers and Grass,63218,7,1812,1631698,900,11,11,9,1366601,83.75,0.04625929587,
70,S.S. Ahluwalia,Elected,5/23/2019,In office,2,West Bengal,Bardhaman-Durgapur,Bharatiya Janata Party,Male,Graduate Professional,"B.Sc., LL.B. Educated at St. Joseph School, Asansol, Bidhan Chandra College, Burdwan University and University College of Law, Calcutta University, West Bengal",68,3,0,0,0.86,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/11/2019,2.5,2,,,,0,26521750,744076,Lotus,2439,7,2006,1733578,864,6,6,4,1433189,82.67,0.001701799274,
334,Faggan Singh Kulaste,Elected,5/23/2019,In office,6,Madhya Pradesh,Mandla,Bharatiya Janata Party,Male,Post Graduate,"M.A., B.Ed. and LL.B. 
Educated at Mandla College, Dr. Hari Singh Gaur University, Sagar and Rani Durgawati University, Jabalpur (Madhya Pradesh)",60,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,31-10-2019,2.5,2,2018-19,"Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.",0,26702373,1000075,Lotus,97674,8,2581,1951267,756,14,10,8,1517931,77.79,0.06434679837,
348,Anupriya Singh Patel,Elected,5/23/2019,In office,2,Uttar Pradesh,Mirzapur,Apna Dal,Female,Post Graduate,M.B.A.,38,23,0,2,0.94,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-11-2019,2.5,1,,,,2,26900662,1805603,Cup & Saucer,232008,5,2089,1845150,883,23,9,7,1109059,60.11,0.2091935596,
12,Rita Bahuguna Joshi,Elected,5/23/2019,In office,1,Uttar Pradesh,Allahabad,Bharatiya Janata Party,Female,Doctorate,Information Not Available,70,11,0,27,0.89,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,24-10-2019,2.5,2,,,,6,26919330,1600000,Lotus,184275,5,1922,1716160,893,23,14,12,889553,51.83,0.2071546046,
449,Ravindra Kushawaha,Elected,5/23/2019,In office,2,Uttar Pradesh,Salempur,Bharatiya Janata Party,Male,12th Pass,Intermediate,57,12,0,51,0.95,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-12-2019,2.5,1,2019-20,,,0,27031724,249400,Lotus,112615,5,1862,1667282,895,21,15,13,924101,55.43,0.121864385,
139,Jasvantsinh Sumanbhai Bhabhor,Elected,5/23/2019,In office,2,Gujarat,Dahod,Bharatiya Janata Party,Male,Graduate Professional,Information not available,51,7,0,48,0.95,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12,0.4,42,0.91,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-12-2019,2.5,1,,,,0,27070480,0,Lotus,127596,7,1950,1598939,820,11,7,5,1064391,66.57,0.1198770001,
358,Arvind Sawant,Elected,5/23/2019,In office,2,Maharashtra,Mumbai-South,Shiv Sena,Male,Graduate,B.Sc.,68,19,0,9,1,"This MP was a minister from May 2019 to Nov 11, 2019. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",5.9,0.1,21,0.85,7.5,0.1,39,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-12-2019,2.5,1,2019-20,,,1,27181577,0,Bow and Arrow,100067,6,1578,1554176,985,17,13,11,801799,51.59,0.124803099,
149,Pashupati Nath Singh,Elected,5/23/2019,In office,3,Jharkhand,Dhanbad,Bharatiya Janata Party,Male,Graduate,B.Sc.,70,11,0,46,0.8,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.2,0.8,48,0.73,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-12-2019,2.5,1,,,,0,27286918,0,Lotus,486194,6,2539,2072634,816,28,20,18,1253265,60.47,0.3879418958,
243,Pratima Mondal,Elected,5/23/2019,In office,2,West Bengal,Jaynagar,All India Trinamool Congress,Female,Post Graduate,"M.A., B.Ed.",54,28,0,40,0.77,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-11-2019,2.5,1,1997-98,,,0,27471675,0,Flowers and Grass,316775,7,1810,1648355,911,12,8,6,1356386,82.29,0.2335434014,
495,Renuka Singh Saruta,Elected,5/23/2019,In office,1,Chhattisgarh,Surguja,Bharatiya Janata Party,Female,12th Pass,Information Not Available,56,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-10-2019,2.5,1,,,,0,27682493,3251275,Lotus,157873,8,2153,1655239,769,11,10,8,1281216,77.4,0.1232212211,
238,Bidyut Baran Mahato,Elected,5/23/2019,In office,2,Jharkhand,Jamshedpur,Bharatiya Janata Party,Male,12th Pass,I. Sc.,57,22,0,154,0.76,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.2,0.8,48,0.73,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-02-2020,2.5,1,,,,3,27750671,2961830,Lotus,302090,6,1885,1703279,904,29,23,21,1144427,67.19,0.2639661595,
483,Jai Sidheshwar Shivachary Mahaswamiji,Elected,5/23/2019,In office,1,Maharashtra,Solapur,Bharatiya Janata Party,Male,Graduate,"M.A. Ph. D., Educated at Banaras Hindu University",64,3,0,17,0.86,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-11-2019,2.5,1,2019-20,,,0,27870079,0,Lotus,158608,6,1926,1851654,961,26,13,11,1086344,58.67,0.1460016348,
71,Vasava Parbhubhai Nagarbhai,Elected,5/23/2019,In office,2,Gujarat,Bardoli,Bharatiya Janata Party,Male,Others,Diploma in Mechanical Engineering,49,14,0,39,0.88,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12,0.4,42,0.91,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-12-2019,2.5,2,1997-98,,,0,28350217,3676869,Lotus,215447,7,2202,1826526,829,17,12,10,1349645,73.89,0.1596323478,
523,Sajda Ahmed,Elected,5/23/2019,In office,2,West Bengal,Uluberia,All India Trinamool Congress,Female,Graduate,B.A. (H); University of Calcutta,59,5,0,33,0.67,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,2.5,-0.18,2.49,1,2019-2020,26-09-2019,2.5,1,,,,0,28351569,5322615,Flowers and Grass,215359,7,1826,1614988,884,10,10,8,1311120,81.18,0.1642557508,
370,Girish Chandra,Elected,5/23/2019,In office,1,Uttar Pradesh,Nagina,Bahujan Samaj Party,Male,12th Pass,Information Not Available,56,24,0,0,0.95,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,5,2.52,3.65,2,2019-2020,6/3/2020,2.5,1,1997-98,,,1,28659644,9062600,Elephant,166832,5,1776,1586117,893,9,7,5,1009785,63.66,0.1652153676,
264,Mohan Mandavi,Elected,5/23/2019,In office,1,Chhattisgarh,Kanker,Bharatiya Janata Party,Male,Post Graduate,"M.A. (History) Educated at Government Post Graduate College, Kanker, Chhattisgarh",62,6,0,2,1,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,6.7,0,23,0.91,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,4/10/2019,2.5,1,,,,0,28675553,679000,Lotus,6914,8,2022,1558952,771,12,9,7,1160243,74.42,0.0059590965,
299,Karadi Sanganna Amarappa,Elected,5/23/2019,In office,2,Karnataka,Koppal,Bharatiya Janata Party,Male,10th Pass,S.L.C.,69,3,0,0,0.71,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5.8,0,41,0.78,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,3/12/2019,2.5,2,2019-20,,,1,28725791,22475333,Lotus,38397,8,2033,1736693,854,17,14,12,1190627,68.56,0.03224939465,
206,Ramesh Pokhriyal Nishank,Elected,5/23/2019,In office,2,Uttarakhand,Hardwar,Bharatiya Janata Party,Male,Doctorate,M.A. Ph.D,60,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,31-10-2019,2.5,1,,,,0,28739888,16444,Lotus,258729,14,2255,1840738,816,20,15,13,1273393,69.18,0.2031807934,
77,Nusrat Jahan Ruhi,Elected,5/23/2019,In office,1,West Bengal,Basirhat,All India Trinamool Congress,Female,12th Pass,Information Not Available,Information not available,6,0,24,0.33,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/9/2019,2.5,2,,"Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.",0,29088391,16881608,Flowers and Grass,350369,7,1861,1678357,902,14,13,11,1433769,85.43,0.2443692115,
402,Ram Kripal Yadav,Elected,5/23/2019,In office,5,Bihar,Pataliputra,Bharatiya Janata Party,Male,Graduate,"B.A.(Hons.), LL.B. ; Educated at Magadh University, Patna (Bihar)",62,20,0,18,0.85,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,21-08-2019,2.5,1,,"Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.",0,29213467,1717310,Lotus,39321,6,2050,1925479,939,33,25,23,1078809,56.03,0.03644852796,
373,Kaushalendra Kumar,Elected,5/23/2019,In office,3,Bihar,Nalanda,Janata Dal (United),Male,12th Pass,"I.A.; Educated S.P.M. College, Udatpuri, Biharsharif, Nalanda, Bihar",62,26,0,78,1,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/11/2019,2.5,1,1997-98,,,0,29251651,2712389,Arrow,256137,7,2248,2114809,941,36,35,33,1031874,48.79,0.248225074,
217,Som Prakash,Elected,5/23/2019,In office,1,Punjab,Hoshiarpur,Bharatiya Janata Party,Male,Post Graduate,Information Not Available,70,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,1.61,2.27,1,2019-2020,9/8/2019,2.5,1,,,,0,29404519,0,Lotus,48530,9,1911,1597500,836,13,8,6,991665,62.08,0.04893789737,
517,Agatha K. Sangma,Elected,5/23/2019,In office,3,Meghalaya,Tura,National Peoples Party,Female,Post Graduate,M.A. (Environmental Management); Diploma in Cyber Laws; Diploma in Corporate Laws; Diploma in Human Rights Laws; Diploma in Securities & Investment Laws,39,7,0,5,0.76,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5,0,31,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,1/10/2019,2.5,1,,"Audit Certificate Pending, Utilisation Certificate Pending.","Audit Certificate Pending, Utilisation Certificate Pending.",0,29406813,0,Book,64030,24,1114,716990,644,3,3,1,583480,81.38,0.109738123,
527,Ranjanben Bhatt,Elected,5/23/2019,In office,2,Gujarat,Vadodara,Bharatiya Janata Party,Female,12th Pass,,58,10,0,74,0.85,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12,0.4,42,0.91,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/9/2019,2.5,1,,,,0,29426428,0,Lotus,589177,7,1824,1794896,984,20,13,11,1223709,68.18,0.4814682249,
147,Ramapati Ram Tripathi,Elected,5/23/2019,In office,1,Uttar Pradesh,Deoria,Bharatiya Janata Party,Male,Graduate Professional,Information Not Available,69,4,2,39,0.98,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,31-10-2019,2.5,1,,,,1,29451678,9310684,Lotus,249931,5,1137,1754195,1543,29,11,9,1015596,57.9,0.2460929346,
267,Kumbakudi Sudhakaran,Elected,5/23/2019,In office,2,Kerala,Kannur,Indian National Congress,Male,Post Graduate,"M.A. (History); Educated at Govt. Brennen College, Telecherry",71,9,0,32,0.83,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,24.5,0.7,58,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,31-12-2019,2.5,2,,,,3,29699206,7468633,Hand,94559,7,1172,1266550,1081,17,13,11,1054746,83.28,0.0896509681,
476,Rajdeep Roy,Elected,5/23/2019,In office,1,Assam,Silchar,Bharatiya Janata Party,Male,Post Graduate,Information Not Available,49,16,0,15,0.97,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,10.3,0,31,0.86,Lok Sabha,17th Lok Sabha,,,,,,,,,,,,0,29901767,6976701,Lotus,81596,7,1461,1195720,818,14,13,11,950690,79.51,0.08582818795,
533,Ramakant Bhargava,Elected,5/23/2019,In office,1,Madhya Pradesh,Vidisha,Bharatiya Janata Party,Male,12th Pass,Information Not Available,66,1,0,1,0.88,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.8,0.2,27,0.9,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/11/2019,2.5,1,,,,0,30032282,3332012,Lotus,503084,8,2330,1741604,747,16,13,11,1251013,71.83,0.4021413047,
118,Harsh Vardhan,Elected,5/23/2019,In office,2,Delhi,Chandni Chowk,Bharatiya Janata Party,Male,Post Graduate,M.B.B.S.,65,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,1/10/2019,2.5,1,1998-99,,,0,30171897,0,Lotus,228145,10,1570,1562283,995,49,26,24,980814,62.78,0.2326078135,
422,Raja Amareshwara Naik,Elected,5/23/2019,In office,1,Karnataka,Raichur,Bharatiya Janata Party,Male,Graduate Professional,Information Not Available,62,2,0,123,0.92,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5.8,0,41,0.78,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,17-10-2019,2.5,1,2019-20,,,0,30638375,678532,Lotus,117716,8,2184,1928204,883,8,5,3,1124962,58.34,0.104639979,
374,Uttam Kumar Nalamada Reddy,Elected,5/23/2019,In office,1,Telangana,Nalgonda,Indian National Congress,Male,Graduate,Information Not Available,57,3,0,30,0.89,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,9.3,0,37,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,1/11/2019,2.5,1,,,,4,31501349,1200000,Hand,25682,7,1990,1585980,797,39,27,25,1175984,74.15,0.0218387325,
100,Aparajita Sarangi,Elected,5/23/2019,In office,1,Odisha,Bhubaneswar,Bharatiya Janata Party,Female,Graduate,"B.A. (English Hons.), Educated at SM College, Bhagalpur University, Bihar",50,9,0,34,0.95,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,13.5,0.2,27,0.85,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,15-01-2020,2.5,1,,,,0,31677600,4329959,Lotus,23839,7,1656,1699678,1026,18,14,12,1005624,59.17,0.02370567926,
171,Lallu Singh,Elected,5/23/2019,In office,2,Uttar Pradesh,Faizabad,Bharatiya Janata Party,Male,Post Graduate,LL.B.,65,5,0,19,0.97,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,14-08-2019,2.5,2,2017-18,"Eligible MPR not Received, Incorrect Audit Certificate, Utilisation Certificate Pending.","Eligible MPR not Received, Incorrect Audit Certificate, Utilisation Certificate Pending.",1,31884642,11276478,Lotus,65477,5,2116,1821785,861,31,13,11,1087420,59.69,0.06021316511,
507,Su Thirunavukkarasar,Elected,5/23/2019,In office,2,Tamil Nadu,Tiruchirappalli,Indian National Congress,Male,Post Graduate,"B.L., M.A. Educated at Madras Law College, Chennai (Tamil Nadu) and Venkateshwara University (Andhra Pradesh)",70,10,0,74,0.73,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-12-2019,2.5,1,,,,0,32182184,40208,Hand,459286,6,1660,1508963,909,37,24,23,1048779,69.5,0.4379244817,
396,Vishnu Dayal Ram,Elected,5/23/2019,In office,2,Jharkhand,Palamu,Bharatiya Janata Party,Male,Graduate,B.A. (Hons),68,22,2,79,0.8,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.2,0.8,48,0.73,Lok Sabha,17th Lok Sabha,2.5,2.39,2.42,1,2019-2020,26-12-2019,2.5,1,,,,0,32273873,90922,Lotus,477606,6,2426,1881441,776,24,19,17,1210426,64.34,0.3945767854,
194,Alok Kumar Suman,Elected,5/23/2019,In office,1,Bihar,Gopalganj,Janata Dal (United),Male,Post Graduate,"M.B.B.S., M.S. (General Surgery), Educated at Patna Medical College, Patna University",62,14,1,54,0.91,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,29-08-2019,2.5,1,,"Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.",0,32739903,3576376,Arrow,286434,6,1906,1839514,965,17,13,11,1026056,55.78,0.2791602018,
175,Amar Singh,Elected,5/23/2019,In office,1,Punjab,Fatehgarh Sahib,Indian National Congress,Male,Post Graduate,Information not available,66,16,0,30,0.98,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11,0,24,0.76,Lok Sabha,17th Lok Sabha,5,2.99,4.97,2,2019-2020,17-03-2020,2.5,2,,,,0,32808836,0,Hand,93898,9,1750,1502861,859,27,20,18,987161,65.69,0.09511923587,
116,Mahendra Nath Pandey,Elected,5/23/2019,In office,2,Uttar Pradesh,Chandauli,Bharatiya Janata Party,Male,Doctorate,"M.A., PhD. (Hindi), Master of Journalism",62,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-11-2019,2.5,1,,,,0,33359734,0,Lotus,13959,5,1835,1756837,957,26,13,11,1086193,61.83,0.01285130727,
252,Chavda Vinod Lakhamashi,Elected,5/23/2019,In office,2,Gujarat,Kachchh,Bharatiya Janata Party,Male,Post Graduate,"L.L.B., B.Ed.",40,9,0,10,0.89,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12,0.4,42,0.91,Lok Sabha,17th Lok Sabha,2.5,-1.2,0.91,1,2019-2020,3/9/2019,2.5,1,,,,0,33508455,12458607,Lotus,305513,7,2143,1744321,814,14,10,8,1024152,58.71,0.2983082589,
420,Radha Mohan Singh,Elected,5/23/2019,In office,6,Bihar,Purvi Champaran,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at M.S. College, Bihar University, Motihari, Bihar",70,0,0,0,0.97,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,,,,,,,,,,,,1,33791375,1146627,Lotus,293648,6,1611,1658672,1030,25,22,20,1000135,60.3,0.2936083629,
269,Sisir Kumar Adhikari,Elected,5/23/2019,In office,3,West Bengal,Kanthi,All India Trinamool Congress,Male,12th Pass,I.Sc.,78,4,0,45,0.52,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,5,3.2,4.95,2,2019-2020,6/3/2020,2.5,1,1997-98,,,3,33979650,0,Flowers and Grass,111668,7,1860,1660147,893,9,7,5,1424966,85.83,0.07836537854,
